FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000218510.3.LINC00339.wgt.RDat	LINC00339	1	2.24e+07	2.24e+07	0.311	rs3767142	-3.35	rs11586488	 0.39152	 6.12	 0.3782	498	 3	lasso	 0.37692	4.60e-11	 0.3314	0.74036
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000001460.13.STPG1.wgt.RDat	STPG1	1	2.47e+07	2.47e+07	0.244	rs4649033	 3.06	rs10489442	 0.25147	-5.16	 2.8308	422	15	enet	 0.24068	4.12e-07	-2.4028	0.01627
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000142684.7.ZNF593.wgt.RDat	ZNF593	1	2.65e+07	2.65e+07	0.321	rs4354529	-2.82	rs12145714	 0.27095	 5.15	-0.0840	426	 4	lasso	 0.21065	2.50e-06	-0.0549	0.95624
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000236782.1.RP11-96L14.7.wgt.RDat	RP11-96L14.7	1	2.65e+07	2.65e+07	0.315	rs4354529	-2.82	rs12145714	 0.27925	 5.21	-0.0840	426	 5	lasso	 0.23369	6.31e-07	-0.0703	0.94396
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000142675.13.CNKSR1.wgt.RDat	CNKSR1	1	2.65e+07	2.65e+07	0.332	rs4354529	-2.82	rs12145714	 0.37608	-5.91	-0.0840	425	 2	lasso	 0.31435	3.71e-09	 0.1252	0.90039
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000270605.1.RP5-1092A3.4.wgt.RDat	RP5-1092A3.4	1	2.86e+07	2.86e+07	0.485	rs12090855	-2.47	rs905909	 0.41114	-6.46	-0.0488	251	 9	lasso	 0.43275	6.31e-13	 0.0472	0.96238
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000233621.1.RP11-422J8.1.wgt.RDat	RP11-422J8.1	1	3.79e+07	3.79e+07	0.405	rs10908367	 2.41	rs2492301	 0.17826	-4.84	-0.0082	440	 9	lasso	 0.19238	7.30e-06	-0.3265	0.74405
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000163875.11.MEAF6.wgt.RDat	MEAF6	1	3.80e+07	3.80e+07	0.272	rs10908367	 2.41	rs727670	 0.14001	-4.11	 1.5625	443	 5	lasso	 0.09507	1.63e-03	-1.4148	0.15712
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000163879.9.DNALI1.wgt.RDat	DNALI1	1	3.80e+07	3.80e+07	0.324	rs10908367	 2.41	rs7544462	 0.04202	-3.65	 0.9024	443	11	lasso	 0.05505	1.38e-02	-1.0624	0.28805
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000084072.12.PPIE.wgt.RDat	PPIE	1	4.02e+07	4.02e+07	0.274	rs3122438	 2.65	rs12074147	 0.17673	 4.69	-0.2558	403	19	enet	 0.19373	6.74e-06	-0.6161	0.53784
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000066185.8.ZMYND12.wgt.RDat	ZMYND12	1	4.29e+07	4.29e+07	0.305	rs6672120	 2.18	rs11210643	 0.10352	-3.99	-0.8779	335	28	enet	 0.14420	1.12e-04	 0.2117	0.83234
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000164008.9.C1orf50.wgt.RDat	C1orf50	1	4.32e+07	4.33e+07	0.250	rs624969	-2.43	rs12129168	 0.17106	-4.50	-0.3835	423	 8	lasso	 0.13954	1.45e-04	 0.7881	0.43064
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000228452.1.RP5-994D16.9.wgt.RDat	RP5-994D16.9	1	4.32e+07	4.32e+07	0.272	rs624969	-2.26	rs11210721	 0.02993	 3.30	-0.3817	407	 5	lasso	 0.00766	1.95e-01	-0.5715	0.56766
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000177868.7.CCDC23.wgt.RDat	CCDC23	1	4.33e+07	4.33e+07	0.277	rs1999595	-2.86	rs323719	 0.31446	 5.71	 0.1200	422	 3	lasso	 0.28245	3.01e-08	 0.1131	0.90994
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000227533.1.SLC2A1-AS1.wgt.RDat	SLC2A1-AS1	1	4.34e+07	4.34e+07	0.345	rs624969	-2.94	rs2367159	 0.09037	 4.58	-0.5254	425	37	enet	 0.16089	4.40e-05	-0.5874	0.55695
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000117407.12.ARTN.wgt.RDat	ARTN	1	4.44e+07	4.44e+07	0.274	rs932431	 3.46	rs4448553	 0.03074	 3.80	-1.2059	404	25	enet	 0.06388	8.63e-03	-0.0465	0.96293
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000070785.12.EIF2B3.wgt.RDat	EIF2B3	1	4.53e+07	4.55e+07	0.117	rs6688723	-3.82	rs263966	 0.12033	 4.15	-2.1207	356	 3	lasso	 0.12691	2.90e-04	-2.0982	0.03589
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000236624.4.CCDC163P.wgt.RDat	CCDC163P	1	4.60e+07	4.60e+07	0.364	rs6688723	-3.82	rs2991966	 0.35781	 5.89	 0.5122	276	 4	lasso	 0.36360	1.21e-10	 0.5501	0.58225
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000085999.7.RAD54L.wgt.RDat	RAD54L	1	4.67e+07	4.67e+07	0.408	rs11584024	-2.94	rs11576941	 0.18282	 4.31	-0.0484	349	 5	lasso	 0.09999	1.25e-03	 0.4728	0.63632
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000117480.11.FAAH.wgt.RDat	FAAH	1	4.69e+07	4.69e+07	0.193	rs11584024	-2.94	rs4660928	 0.08424	-4.08	 0.3780	349	 9	lasso	 0.08029	3.59e-03	-0.2478	0.80431
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000272491.1.RP5-1024N4.4.wgt.RDat	RP5-1024N4.4	1	4.87e+07	4.87e+07	0.285	rs2063712	-3.72	rs1338315	 0.26531	 5.37	 0.9487	465	 8	lasso	 0.27396	5.18e-08	 0.8530	0.39364
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000134744.9.ZCCHC11.wgt.RDat	ZCCHC11	1	5.29e+07	5.30e+07	0.284	rs6679249	 3.46	rs6672059	 0.39556	 6.07	-1.6389	292	 4	lasso	 0.39318	1.37e-11	-1.6022	0.10910
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000162378.8.ZYG11B.wgt.RDat	ZYG11B	1	5.32e+07	5.33e+07	0.169	rs6679249	 3.46	rs1242198	-0.00858	 3.68	 1.9397	407	 7	lasso	 0.05244	1.59e-02	 1.5191	0.12873
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000236360.1.RP11-334A14.2.wgt.RDat	RP11-334A14.2	1	5.35e+07	5.35e+07	0.310	rs6679249	 3.46	rs11581638	 0.11578	 4.22	 1.0554	429	 4	lasso	 0.08939	2.21e-03	 1.4080	0.15913
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000142856.12.ITGB3BP.wgt.RDat	ITGB3BP	1	6.39e+07	6.40e+07	0.573	rs12142862	 2.72	rs10789138	 0.52177	 7.05	-1.7661	556	 5	lasso	 0.53188	1.01e-16	-1.8339	0.06668
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000272864.1.RP11-17E13.2.wgt.RDat	RP11-17E13.2	1	7.52e+07	7.52e+07	0.399	rs12033503	 2.19	rs7522428	 0.26003	 5.35	 1.1852	373	 7	lasso	 0.31120	4.58e-09	 1.0002	0.31720
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000116791.9.CRYZ.wgt.RDat	CRYZ	1	7.52e+07	7.52e+07	0.510	rs12033503	 2.19	rs452242	 0.12590	 4.00	 1.1511	386	51	enet	 0.13926	1.47e-04	 0.6316	0.52767
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000183291.11.SEP15.wgt.RDat	SEP15	1	8.73e+07	8.74e+07	0.145	rs1058978	 2.93	rs481583	 0.07039	 3.62	 0.2134	456	10	lasso	 0.09133	1.99e-03	 0.1782	0.85857
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000137944.12.CCBL2.wgt.RDat	CCBL2	1	8.94e+07	8.94e+07	0.378	rs6696199	-3.51	rs10801690	 0.44245	-6.40	-0.6460	356	20	enet	 0.32260	2.13e-09	 0.7450	0.45627
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000117226.7.GBP3.wgt.RDat	GBP3	1	8.95e+07	8.95e+07	0.258	rs6696199	-3.51	rs10493821	 0.36270	-6.12	 1.8678	342	 5	lasso	 0.36030	1.54e-10	-2.0251	0.04286
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000231999.2.RP5-1007M22.2.wgt.RDat	RP5-1007M22.2	1	9.00e+07	9.01e+07	0.221	rs12130207	-2.98	rs1343779	 0.02431	 3.86	-1.3607	381	 5	lasso	 0.03497	4.10e-02	-1.5035	0.13272
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000223745.3.RP4-717I23.3.wgt.RDat	RP4-717I23.3	1	9.37e+07	9.38e+07	0.500	rs4847399	 4.86	rs771463	 0.41655	-6.78	 3.8808	316	 5	lasso	 0.46938	3.02e-14	-3.7753	0.00016
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000233184.2.RP11-421L21.3.wgt.RDat	RP11-421L21.3	1	1.01e+08	1.02e+08	0.257	rs12132713	-2.54	rs7528842	 0.02671	 4.78	 0.1471	516	49	enet	 0.08670	2.55e-03	-0.6632	0.50722
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000085491.11.SLC25A24.wgt.RDat	SLC25A24	1	1.09e+08	1.09e+08	0.254	rs17019802	-2.87	rs594397	 0.21323	-4.81	 0.5145	407	23	enet	 0.25589	1.62e-07	-0.6176	0.53682
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000260879.1.RP11-483I13.5.wgt.RDat	RP11-483I13.5	1	1.09e+08	1.09e+08	0.249	rs17019802	-2.87	rs533233	 0.05984	-4.14	 0.5580	366	20	enet	 0.14307	1.19e-04	-0.2146	0.83009
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000134184.8.GSTM1.wgt.RDat	GSTM1	1	1.10e+08	1.10e+08	0.311	rs11807	-2.64	rs11807	 0.06952	 4.07	-2.6389	440	10	lasso	 0.12363	3.46e-04	-1.8863	0.05926
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000260246.1.AC000032.2.wgt.RDat	AC000032.2	1	1.10e+08	1.10e+08	0.342	rs11807	-2.64	rs11807	 0.07710	 4.20	-2.6389	433	 9	lasso	 0.12414	3.37e-04	-2.0384	0.04151
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000241720.2.RP4-735C1.4.wgt.RDat	RP4-735C1.4	1	1.10e+08	1.10e+08	0.551	rs11807	-2.64	rs11807	 0.34432	 5.77	-2.6389	452	 7	lasso	 0.30646	6.28e-09	-2.4830	0.01303
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000134202.6.GSTM3.wgt.RDat	GSTM3	1	1.10e+08	1.10e+08	0.635	rs11807	-2.64	rs11807	 0.16156	 5.52	-2.6389	434	10	lasso	 0.36428	1.15e-10	-1.7095	0.08735
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000156171.10.DRAM2.wgt.RDat	DRAM2	1	1.12e+08	1.12e+08	0.433	rs1343817	-3.85	rs3762374	 0.46640	 6.63	 1.4815	571	 2	lasso	 0.44867	1.73e-13	 1.6240	0.10438
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000227811.2.RP4-773A18.4.wgt.RDat	RP4-773A18.4	1	1.12e+08	1.12e+08	0.407	rs6681719	 2.68	rs4839193	 0.11155	 3.90	 0.9645	684	 6	lasso	 0.12111	3.98e-04	 1.2106	0.22604
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000007341.14.ST7L.wgt.RDat	ST7L	1	1.13e+08	1.13e+08	0.313	rs1216791	-2.28	rs6537749	 0.09680	-3.96	-0.0513	375	 7	lasso	 0.04763	2.06e-02	 0.0659	0.94744
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000116874.7.WARS2.wgt.RDat	WARS2	1	1.20e+08	1.20e+08	0.401	rs11590559	 2.38	rs2645303	 0.17920	-5.07	-0.6460	448	10	enet	 0.22751	9.17e-07	 1.3655	0.17209
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000231365.1.RP11-418J17.1.wgt.RDat	RP11-418J17.1	1	1.20e+08	1.20e+08	0.246	rs1779437	-2.22	rs7525871	 0.06525	-4.63	-0.0846	474	 4	lasso	 0.12310	3.57e-04	 0.5061	0.61276
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000223345.3.HIST2H2BA.wgt.RDat	HIST2H2BA	1	1.21e+08	1.21e+08	0.166	rs17258606	 1.75	rs11249431	 0.17329	-4.27	-1.0640	 77	 3	lasso	 0.13908	1.48e-04	 1.0726	0.28346
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000233396.3.RP11-458D21.1.wgt.RDat	RP11-458D21.1	1	1.45e+08	1.45e+08	0.651	rs3753436	 3.94	rs4970862	 0.19702	-4.48	-1.9298	112	 8	lasso	 0.14982	8.18e-05	 2.0578	0.03961
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000162836.7.ACP6.wgt.RDat	ACP6	1	1.47e+08	1.47e+08	0.566	rs6675828	 2.87	rs6674938	 0.23949	-5.84	-1.0079	424	23	enet	 0.40155	7.28e-12	 0.2948	0.76814
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000259357.1.RP11-316M1.12.wgt.RDat	RP11-316M1.12	1	1.51e+08	1.51e+08	0.364	rs17599629	 2.55	rs3849279	 0.30817	-5.84	-2.0769	294	 8	lasso	 0.31586	3.35e-09	 2.2418	0.02497
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000203288.3.RP11-98D18.9.wgt.RDat	RP11-98D18.9	1	1.52e+08	1.52e+08	0.230	rs1568485	 2.62	rs12066445	 0.22045	 4.93	 1.3387	328	 3	lasso	 0.20521	3.45e-06	 1.2716	0.20351
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000163354.10.DCST2.wgt.RDat	DCST2	1	1.55e+08	1.55e+08	0.284	rs12726330	11.38	rs905938	 0.04067	 3.96	-1.3636	374	 5	lasso	 0.13325	2.05e-04	-0.9461	0.34411
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000160783.15.PMF1.wgt.RDat	PMF1	1	1.56e+08	1.56e+08	0.233	NA	   NA	NA	      NA	   NA	     NA	373	 0	enet	-0.00540	4.76e-01	     NA	     NA
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000198715.7.C1orf85.wgt.RDat	C1orf85	1	1.56e+08	1.56e+08	0.239	rs34372695	 9.42	rs11264467	 0.00147	-3.32	 1.1557	379	28	enet	 0.00590	2.18e-01	-1.1613	0.24553
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000163382.7.APOA1BP.wgt.RDat	APOA1BP	1	1.57e+08	1.57e+08	0.196	rs35643925	 7.02	rs12023410	 0.03595	-3.73	 0.6667	420	 2	lasso	 0.07212	5.56e-03	-0.7097	0.47790
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000272668.1.RP11-190A12.8.wgt.RDat	RP11-190A12.8	1	1.60e+08	1.60e+08	0.469	rs10908752	 3.46	rs4133290	 0.39769	 6.15	-0.3852	494	 4	lasso	 0.39934	8.61e-12	-0.0181	0.98558
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000235477.2.RP11-122G18.5.wgt.RDat	RP11-122G18.5	1	1.61e+08	1.61e+08	0.231	rs1801274	-5.69	rs16832813	 0.15835	-4.19	 0.1700	393	15	lasso	 0.13671	1.69e-04	 0.5028	0.61512
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000225171.2.DUTP6.wgt.RDat	DUTP6	1	1.67e+08	1.67e+08	0.242	rs198981	 2.62	rs12122547	 0.01998	 4.73	 0.7623	574	 4	lasso	 0.08900	2.25e-03	 0.8116	0.41704
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000143155.8.TIPRL.wgt.RDat	TIPRL	1	1.68e+08	1.68e+08	0.254	rs1883581	 3.16	rs4657741	 0.03262	-3.60	-0.7612	484	16	enet	 0.05252	1.59e-02	-0.5163	0.60565
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000260938.1.RP4-593C16.3.wgt.RDat	RP4-593C16.3	1	1.78e+08	1.78e+08	0.283	rs2988268	 2.91	rs10913618	-0.01052	 3.11	-0.7619	350	11	lasso	-0.00938	6.95e-01	 0.0223	0.98224
