FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P	Pvalue	Pvalue_FDR	Pvalue_bonferroni	Region
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000197165.6.SULT1A2.wgt.RDat	SULT1A2	16	28603264	28608430	0.230	rs4072402	-5.39	rs4788076	 1.87e-01	 4.13	-3.9421	176	 8	lasso	 0.16917	8.92e-05	-3.8385	0.000124	0.000124	0.00615490909090909	0.067704	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000146834.9.MEPCE.wgt.RDat	MEPCE	7	1.00e+08	1.00e+08	0.488	rs11769700	-4.04	rs6975729	 0.31661	-5.50	-3.697	291	 5	lasso	 0.28776	1.75e-07	 3.8067	0.000141	0.000141	0.006342	0.076986	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000078487.13.ZCWPW1.wgt.RDat	ZCWPW1	7	1.00e+08	1.00e+08	0.146	rs11769700	-4.04	rs7787620	 0.22723	 4.43	-3.959	304	 2	lasso	 0.17667	6.15e-05	-3.7900	0.000151	0.000151	0.006342	0.082446	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000085514.11.PILRA.wgt.RDat	PILRA	7	1.00e+08	1.00e+08	0.560	rs11769700	-4.04	rs28490152	 0.48592	 6.52	-3.699	304	 8	lasso	 0.51556	3.98e-14	-3.7521	0.000175	0.000175	0.0068068	0.09555	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000223745.3.RP4-717I23.3.wgt.RDat	RP4-717I23.3	1	9.37e+07	9.38e+07	0.281	rs4847399	  4.86	rs573056	 0.23574	-5.15	 3.7267	316	 7	lasso	 0.21702	7.95e-06	-3.7353	1.87e-04	0.000187	0.0068068	0.102102	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000189298.9.ZKSCAN3.wgt.RDat	ZKSCAN3	6	28317691	28336947	0.144	rs573179	 5.38	rs1233708	 0.04638	-4.09	 3.056	374	14	enet	 0.10246	2.21e-03	-3.6918	0.000223	0.000223	0.007609875	0.121758	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000235109.3.ZSCAN31.wgt.RDat	ZSCAN31	6	28292470	28324048	0.324	rs573179	 5.38	rs9461446	 0.08482	 4.23	 0.580	390	30	enet	 0.08543	4.92e-03	 3.6657	0.000247	0.000247	0.00793305882352941	0.134862	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000241106.2.HLA-DOB.wgt.RDat	HLA-DOB	6	32780540	32781248	0.501	rs3763355	-4.09	rs4148876	 0.53909	 6.68	-3.313	253	 4	lasso	 0.47367	1.05e-12	-3.5787	0.000345	0.000345	0.010465	0.18837	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000179344.12.HLA-DQB1.wgt.RDat	HLA-DQB1	6	32627244	32636160	0.466	rs3763355	-4.09	rs9271775	 0.09466	 4.18	 1.857	217	51	enet	 0.13467	4.78e-04	 3.5439	0.000394	0.000394	0.0113223157894737	0.215124	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000166582.5.CENPV.wgt.RDat	CENPV	17	16247911	16256813	0.151	rs4792735	  3.92	rs3112521	 0.192662	 4.20	  3.5299	274	 3	lasso	 0.181559	4.82e-05	  3.5262	4.22e-04	0.000422	0.0115206	0.230412	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000155066.11.PROM2.wgt.RDat	PROM2	2	9.59e+07	9.60e+07	0.0876	rs2320431	-4.54	rs6715813	 0.06555	-3.41	-4.5152	112	18	enet	 0.02782	7.48e-02	 3.434985	0.000593	0.000593	0.015418	0.323778	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000260948.1.RP11-552M11.8.wgt.RDat	RP11-552M11.8	1	1.12e+08	1.12e+08	0.254	rs2232041	 -3.35	rs1264897	 0.01545	-3.64	 1.8772	587	20	enet	 0.12219	8.69e-04	-3.4081	6.54e-04	0.000654	0.0162310909090909	0.357084	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000272752.1.STAG3L5P-PVRIG2P-PILRB.wgt.RDat	STAG3L5P-PVRIG2P-PILRB	7	1.00e+08	1.00e+08	0.511	rs11769700	-4.04	rs1000215	 0.45034	 6.08	-3.720	280	10	lasso	 0.41345	7.65e-11	-3.1841	0.001452	0.001452	0.0344692173913043	0.792792	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000164346.5.NSA2.wgt.RDat	NSA2	5	7.41e+07	7.41e+07	0.642	rs6873912	 3.28	rs1048167	 0.58395	 6.86	 3.1220	468	 9	lasso	0.57427	2.45e-16	 3.1449	1.66e-03	0.00166	0.037765	0.90636	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000271975.1.RP11-383J24.6.wgt.RDat	RP11-383J24.6	8	1.25e+08	1.25e+08	0.377	rs17299208	 4.46	rs10505446	 0.01638	 3.35	 4.186	536	 8	lasso	0.01582	1.36e-01	 3.0862	0.00203	0.00203	0.0443352	1	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000226824.2.RP4-756H11.3.wgt.RDat	RP4-756H11.3	7	6.61e+07	6.61e+07	0.537	rs12540695	-4.23	rs10215516	 0.57007	 6.96	 3.112	230	19	enet	 0.59309	4.14e-17	 3.0712	0.002132	0.002132	0.044772	1	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000197253.9.TPSB2.wgt.RDat	TPSB2	16	 1277272	 1280214	0.416	rs8058190	 3.62	rs9927989	 1.74e-01	 4.94	 2.8182	426	 6	lasso	 0.22521	5.19e-06	 3.0495	0.002293	0.002293	0.0455815862068965	1	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000131941.3.RHPN2.wgt.RDat	RHPN2	19	33469499	33555794	0.223	rs7258303	 3.81	rs2287879	-0.01273	 3.20	-2.862	459	 9	enet	-0.000392	3.28e-01	-3.0337	0.00242	0.00242	0.0455815862068965	1	GTEx.Brain_Hippocampus
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hippocampus/GTEx.Brain_Hippocampus.ENSG00000272831.1.RP11-792A8.4.wgt.RDat	RP11-792A8.4	7	6.62e+07	6.62e+07	0.289	rs12540695	-4.23	rs6945843	 0.18098	 4.38	-2.681	227	10	lasso	 0.17425	6.94e-05	-3.0331	0.002421	0.002421	0.0455815862068965	1	GTEx.Brain_Hippocampus
