FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000226029.1.RP4-798A10.2.wgt.RDat	RP4-798A10.2	1	1.68e+07	1.68e+07	0.2547	rs3979179	  2.62	rs279028	 0.137670	-4.64	  0.49206	227	13	enet	 0.18176	6.45e-06	-0.3069	7.59e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000215908.5.CROCCP2.wgt.RDat	CROCCP2	1	1.69e+07	1.70e+07	0.3136	rs9435739	 -3.42	rs4661747	 0.048113	 3.81	 -1.40000	268	 9	lasso	 0.07275	4.01e-03	-1.5362	1.24e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000238142.1.RP11-108M9.4.wgt.RDat	RP11-108M9.4	1	1.72e+07	1.72e+07	0.2636	rs9435739	 -3.42	rs279024	 0.098223	 4.36	  0.54839	326	 4	lasso	 0.06842	5.14e-03	 0.2758	7.83e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000117122.9.MFAP2.wgt.RDat	MFAP2	1	1.73e+07	1.73e+07	0.1389	rs9435739	 -3.42	rs10887990	 0.028659	-3.60	 -2.43697	333	20	enet	 0.00694	1.97e-01	 1.8500	6.43e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000127463.9.EMC1.wgt.RDat	EMC1	1	1.95e+07	1.96e+07	0.3524	rs6669110	  3.27	rs3748759	 0.238175	-5.43	 -2.81250	516	27	enet	 0.24253	1.35e-07	 1.9982	4.57e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000117245.8.KIF17.wgt.RDat	KIF17	1	2.10e+07	2.10e+07	0.2194	rs3738144	  2.86	rs666371	 0.181892	-4.84	 -0.56489	453	 3	lasso	 0.18693	4.68e-06	 0.5402	5.89e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000142794.14.NBPF3.wgt.RDat	NBPF3	1	2.18e+07	2.18e+07	0.6948	rs3767142	 -3.35	rs7537914	 0.386653	 6.79	 -1.03101	390	26	enet	 0.53942	3.09e-18	-0.3837	7.01e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000218510.3.LINC00339.wgt.RDat	LINC00339	1	2.24e+07	2.24e+07	0.4293	rs3767142	 -3.35	rs11586488	 0.158566	 5.35	  0.37821	498	37	enet	 0.25132	7.52e-08	-0.0973	9.22e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000133216.12.EPHB2.wgt.RDat	EPHB2	1	2.30e+07	2.32e+07	0.3944	rs11591062	  2.29	rs12723359	 0.230269	-5.16	  1.15789	506	 7	lasso	 0.21521	7.92e-07	-1.5215	1.28e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000157978.7.LDLRAP1.wgt.RDat	LDLRAP1	1	2.59e+07	2.59e+07	0.4114	rs631133	 -4.42	rs4075184	 0.236385	 5.15	  1.69369	344	 4	lasso	 0.20965	1.13e-06	 1.7544	7.94e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000142684.7.ZNF593.wgt.RDat	ZNF593	1	2.65e+07	2.65e+07	0.5538	rs4354529	 -2.82	rs12145714	 0.325259	 5.80	 -0.08397	426	 8	lasso	 0.30717	1.60e-09	-0.5280	5.97e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000236782.1.RP11-96L14.7.wgt.RDat	RP11-96L14.7	1	2.65e+07	2.65e+07	0.5950	rs4354529	 -2.82	rs12145714	 0.342556	 5.92	 -0.08397	426	 9	lasso	 0.33689	1.83e-10	-0.5264	5.99e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000142675.13.CNKSR1.wgt.RDat	CNKSR1	1	2.65e+07	2.65e+07	0.4710	rs4354529	 -2.82	rs12145714	 0.321192	-5.70	 -0.08397	425	 7	lasso	 0.35491	4.69e-11	 0.2086	8.35e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000130695.9.CEP85.wgt.RDat	CEP85	1	2.66e+07	2.66e+07	0.3819	rs4354529	 -2.82	rs2232647	 0.080605	 4.10	 -0.60687	422	26	enet	 0.27994	1.08e-08	 0.7223	4.70e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000158161.11.EYA3.wgt.RDat	EYA3	1	2.83e+07	2.84e+07	0.1796	rs12090855	 -2.47	rs12137852	 0.097086	 4.17	  0.05263	267	 1	lasso	 0.07020	4.64e-03	 0.0526	9.58e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000270605.1.RP5-1092A3.4.wgt.RDat	RP5-1092A3.4	1	2.86e+07	2.86e+07	0.4575	rs12090855	 -2.47	rs576550	 0.443184	-6.63	  0.04098	251	18	enet	 0.42320	1.90e-13	-0.0998	9.21e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000084636.13.COL16A1.wgt.RDat	COL16A1	1	3.21e+07	3.22e+07	0.2066	rs16834922	 -2.57	rs6425780	 0.066893	-3.98	  0.00833	343	22	enet	 0.06901	4.97e-03	-0.6210	5.35e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000183615.5.FAM167B.wgt.RDat	FAM167B	1	3.27e+07	3.27e+07	0.4268	rs16834922	 -2.57	rs7518553	-0.004200	-2.91	 -0.25581	186	11	lasso	 0.00104	2.96e-01	-0.4112	6.81e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000162522.6.KIAA1522.wgt.RDat	KIAA1522	1	3.32e+07	3.32e+07	0.2155	rs2786547	 -2.44	rs587910	-0.004476	-3.33	 -0.00699	235	 7	lasso	-0.01024	9.36e-01	-0.1509	8.80e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000233621.1.RP11-422J8.1.wgt.RDat	RP11-422J8.1	1	3.79e+07	3.79e+07	0.3829	rs10908367	  2.41	rs2245873	 0.246170	 5.47	  0.44615	440	 5	lasso	 0.27182	1.89e-08	-0.0377	9.70e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000084072.12.PPIE.wgt.RDat	PPIE	1	4.02e+07	4.02e+07	0.3806	rs3122438	  2.65	rs7518431	 0.365504	 6.15	 -0.31496	403	 2	lasso	 0.35111	6.27e-11	-0.4693	6.39e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000187815.5.ZFP69.wgt.RDat	ZFP69	1	4.09e+07	4.10e+07	0.2745	rs3122438	  2.65	rs6600339	 0.237228	-5.22	 -1.07258	417	24	enet	 0.26470	3.07e-08	 1.7487	8.03e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000164008.9.C1orf50.wgt.RDat	C1orf50	1	4.32e+07	4.33e+07	0.2211	rs624969	 -2.43	rs655741	 0.131282	-4.56	  0.11200	423	 8	lasso	 0.11633	3.24e-04	 0.2356	8.14e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000228452.1.RP5-994D16.9.wgt.RDat	RP5-994D16.9	1	4.32e+07	4.32e+07	0.2497	rs624969	 -2.26	rs6882	-0.009376	-3.53	  0.32258	407	24	enet	 0.01107	1.51e-01	-0.5115	6.09e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000177868.7.CCDC23.wgt.RDat	CCDC23	1	4.33e+07	4.33e+07	0.2128	rs1999595	 -2.86	rs17386017	 0.188648	 4.92	  0.00800	422	 3	lasso	 0.19886	2.23e-06	 0.0290	9.77e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000227533.1.SLC2A1-AS1.wgt.RDat	SLC2A1-AS1	1	4.34e+07	4.34e+07	0.2734	rs624969	 -2.94	rs710222	 0.241035	 5.13	 -0.95041	425	 2	lasso	 0.12064	2.52e-04	-1.0001	3.17e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000117407.12.ARTN.wgt.RDat	ARTN	1	4.44e+07	4.44e+07	0.2058	rs932431	  3.46	rs1325440	 0.058807	 4.17	 -1.50000	404	16	enet	 0.09433	1.16e-03	-1.6008	1.09e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000132781.13.MUTYH.wgt.RDat	MUTYH	1	4.58e+07	4.58e+07	0.1877	rs6688723	 -3.82	rs12743512	 0.050231	 3.87	 -1.20339	278	21	enet	 0.13465	1.11e-04	-2.0067	4.48e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000236624.4.CCDC163P.wgt.RDat	CCDC163P	1	4.60e+07	4.60e+07	0.5420	rs6688723	 -3.82	rs945179	 0.469254	 7.12	  0.49593	276	 4	lasso	 0.48197	9.76e-16	 0.2560	7.98e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000272491.1.RP5-1024N4.4.wgt.RDat	RP5-1024N4.4	1	4.87e+07	4.87e+07	0.2482	rs2063712	 -3.72	rs1056042	 0.141626	 4.79	  1.00885	465	10	lasso	 0.13764	9.27e-05	 1.4018	1.61e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000134744.9.ZCCHC11.wgt.RDat	ZCCHC11	1	5.29e+07	5.30e+07	0.5208	rs6679249	  3.46	rs6672059	 0.138525	 5.79	 -1.63889	292	15	lasso	 0.21112	1.03e-06	-1.1948	2.32e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000162383.7.SLC1A7.wgt.RDat	SLC1A7	1	5.36e+07	5.36e+07	0.4125	rs7518390	  2.98	rs11206109	 0.105154	 5.00	 -0.58779	493	 6	enet	 0.20514	1.50e-06	-0.8848	3.76e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000162384.9.C1orf123.wgt.RDat	C1orf123	1	5.37e+07	5.37e+07	0.2437	rs7518390	  2.98	rs1288503	 0.140263	 4.36	 -0.98347	466	 5	lasso	 0.07663	3.21e-03	-0.8710	3.84e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000142856.12.ITGB3BP.wgt.RDat	ITGB3BP	1	6.39e+07	6.40e+07	0.7636	rs12142862	  2.72	rs855325	 0.623673	 7.84	 -1.88372	556	 6	lasso	 0.60390	1.95e-21	-1.9013	5.73e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000162437.10.RAVER2.wgt.RDat	RAVER2	1	6.52e+07	6.53e+07	0.3458	rs11799558	  3.12	rs4916031	-0.008756	 3.27	 -0.39683	469	 9	lasso	-0.00650	5.46e-01	-0.9064	3.65e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000213625.4.LEPROT.wgt.RDat	LEPROT	1	6.59e+07	6.59e+07	0.4358	rs6673324	 -2.97	rs6588144	 0.409323	 6.44	  0.17949	436	 4	lasso	 0.39535	1.93e-12	 0.1018	9.19e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000272864.1.RP11-17E13.2.wgt.RDat	RP11-17E13.2	1	7.52e+07	7.52e+07	0.4761	rs12033503	  2.19	rs7522428	 0.334991	 5.87	  1.18519	373	 4	lasso	 0.37994	6.67e-12	 1.1334	2.57e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000183291.11.SEP15.wgt.RDat	SEP15	1	8.73e+07	8.74e+07	0.1384	rs1058978	  2.93	rs486133	 0.118680	 3.88	  0.30323	456	25	enet	 0.04582	1.88e-02	 1.5037	1.33e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000137944.12.CCBL2.wgt.RDat	CCBL2	1	8.94e+07	8.94e+07	0.2720	rs6696199	 -3.51	rs1325923	 0.213973	-5.60	 -0.49107	356	30	enet	 0.28617	7.03e-09	 0.3684	7.13e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000117226.7.GBP3.wgt.RDat	GBP3	1	8.95e+07	8.95e+07	0.2226	rs6696199	 -3.51	rs12120863	 0.290947	-5.56	  1.91667	342	 3	lasso	 0.29635	3.45e-09	-1.8210	6.86e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000067208.10.EVI5.wgt.RDat	EVI5	1	9.30e+07	9.33e+07	0.0967	rs4847399	  4.86	rs2031494	-0.003844	 3.32	  1.07914	344	19	enet	 0.00907	1.72e-01	 1.2781	2.01e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000223745.3.RP4-717I23.3.wgt.RDat	RP4-717I23.3	1	9.37e+07	9.38e+07	0.4319	rs4847399	  4.86	rs6667701	 0.458904	-6.95	  3.64000	316	24	enet	 0.48263	9.17e-16	-3.7241	1.96e-04
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000117519.11.CNN3.wgt.RDat	CNN3	1	9.54e+07	9.54e+07	0.2266	rs1415758	 -2.90	rs859058	-0.009880	-3.13	  0.89516	538	32	enet	 0.00937	1.68e-01	-0.7097	4.78e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000122435.5.TRMT13.wgt.RDat	TRMT13	1	1.01e+08	1.01e+08	0.1277	rs7543433	 -3.85	rs11166376	 0.094882	 4.10	  2.45082	446	11	enet	 0.02107	8.10e-02	 1.7886	7.37e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000122477.8.LRRC39.wgt.RDat	LRRC39	1	1.01e+08	1.01e+08	0.3172	rs7543433	 -3.85	rs17121792	 0.096610	 4.07	 -0.13262	435	10	lasso	 0.06981	4.75e-03	 0.2687	7.88e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000273204.1.RP4-549L20.3.wgt.RDat	RP4-549L20.3	1	1.01e+08	1.01e+08	0.1976	NA	    NA	NA	       NA	   NA	       NA	429	 0	enet	 0.00281	2.61e-01	     NA	      NA
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000233184.2.RP11-421L21.3.wgt.RDat	RP11-421L21.3	1	1.01e+08	1.02e+08	0.1680	rs12132713	 -2.54	rs6693186	 0.180399	 4.75	  0.90173	516	 8	lasso	 0.21100	1.04e-06	 0.4835	6.29e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000181754.6.AMIGO1.wgt.RDat	AMIGO1	1	1.10e+08	1.10e+08	0.1707	rs17641881	 -3.11	rs2297797	-0.002119	-3.85	 -0.05128	405	10	enet	-0.00400	4.37e-01	-0.1750	8.61e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000241720.2.RP4-735C1.4.wgt.RDat	RP4-735C1.4	1	1.10e+08	1.10e+08	0.5885	rs11807	 -2.64	rs11807	 0.462049	 6.93	 -2.63889	452	15	enet	 0.52986	8.44e-18	-2.1026	3.55e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000134202.6.GSTM3.wgt.RDat	GSTM3	1	1.10e+08	1.10e+08	0.7205	rs11807	 -2.64	rs11807	 0.460311	 6.92	 -2.63889	434	 4	lasso	 0.56637	1.62e-19	-1.9953	4.60e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000156171.10.DRAM2.wgt.RDat	DRAM2	1	1.12e+08	1.12e+08	0.3045	rs1343817	 -3.85	rs3762374	 0.186487	 5.22	  1.48148	571	 4	lasso	 0.15422	3.44e-05	 1.8508	6.42e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000007341.14.ST7L.wgt.RDat	ST7L	1	1.13e+08	1.13e+08	0.1920	rs1216791	 -2.28	rs2932536	 0.135009	 4.42	  0.03509	375	 2	lasso	 0.12509	1.94e-04	 0.0342	9.73e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000116874.7.WARS2.wgt.RDat	WARS2	1	1.20e+08	1.20e+08	0.3791	rs11590559	  2.38	rs10802075	 0.142686	-5.18	 -0.11450	448	 5	lasso	 0.25558	5.66e-08	 0.5280	5.98e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000231365.1.RP11-418J17.1.wgt.RDat	RP11-418J17.1	1	1.20e+08	1.20e+08	0.2521	rs1779437	 -2.22	rs10923767	 0.257452	-5.15	  0.10526	474	 8	lasso	 0.25222	7.09e-08	-0.2748	7.83e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000223345.3.HIST2H2BA.wgt.RDat	HIST2H2BA	1	1.21e+08	1.21e+08	0.2350	rs17258606	  1.75	rs6600662	 0.184288	 4.93	  0.81343	 77	 3	lasso	 0.20218	1.81e-06	 0.9731	3.30e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000233396.3.RP11-458D21.1.wgt.RDat	RP11-458D21.1	1	1.45e+08	1.45e+08	0.3924	rs3753436	  3.94	rs6424377	 0.190375	-4.62	 -2.14035	112	 5	enet	 0.18664	4.77e-06	 1.7248	8.46e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000131778.13.CHD1L.wgt.RDat	CHD1L	1	1.47e+08	1.47e+08	0.2000	rs6675828	  2.87	rs11576360	-0.009993	-4.15	  1.01170	427	 4	enet	-0.00618	5.30e-01	-1.0096	3.13e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000162836.7.ACP6.wgt.RDat	ACP6	1	1.47e+08	1.47e+08	0.4844	rs6675828	  2.87	rs6674938	 0.296755	-6.13	 -1.00794	424	11	enet	 0.40359	9.84e-13	 0.3665	7.14e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000259357.1.RP11-316M1.12.wgt.RDat	RP11-316M1.12	1	1.51e+08	1.51e+08	0.3014	rs17599629	  2.55	rs752376	 0.148536	-5.28	 -2.06838	294	28	enet	 0.19031	3.80e-06	 2.3998	1.64e-02
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000143434.11.SEMA6C.wgt.RDat	SEMA6C	1	1.51e+08	1.51e+08	0.3492	rs17599629	  2.55	rs3806386	 0.216160	 4.84	  0.92806	299	 2	lasso	 0.17334	1.08e-05	 0.9860	3.24e-01
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Caudate_basal_ganglia/GTEx.Brain_Caudate_basal_ganglia.ENSG00000143398.15.PIP5K1A.wgt.RDat	PIP5K1A	1	1.51e+08	1.51e+08	0.3981	rs3790506	 -2.53	rs11577302	 0.180513	 4.42	  0.86364	306	 6	lasso	 0.17440	1.01e-05	 1.0083	3.13e-01
